    0.3000000000000007105427358E+00,   -0.1387778780781445675529540E-16,,    0.0000000000000000000000000E+00,    0.2999999999999999888977698E+00,,   -0.3000000000000007105427358E+00,    0.2286040280685685729326165E-16,,    0.0000000000000000000000000E+00,   -0.2999999999999999888977698E+00,
    0.3000002372368939518310071E+00,    0.6000002274018098949448508E-04,,    0.6001018544310454672086053E-04,    0.2999997970312335282550009E+00,,   -0.3000002574995956905468120E+00,   -0.6000002588270195516551020E-04,,   -0.5998992274314218775543850E-04,   -0.2999997970280910419837994E+00,
    0.3000009489488686398317441E+00,    0.1200001820600010704609417E-03,,    0.1200409586719075605287799E-03,    0.2999991881310963837137251E+00,,   -0.3000010299998283613831518E+00,   -0.1200002072161742219802427E-03,,   -0.1199599077139623659604695E-03,   -0.2999991881059401732656511E+00,
    0.3000021351397723634590875E+00,    0.1800006146090299408157875E-03,,    0.1800926449941897544704261E-03,    0.2999981733086350965677980E+00,,   -0.3000023175049353341137248E+00,   -0.1800006995315581517780323E-03,,   -0.1799102798329954566725064E-03,   -0.2999981732237125831019853E+00,
    0.3000037958160159945464329E+00,    0.2400014570413042114260804E-03,,    0.2401655699468818738750997E-03,    0.2999967525726328076984828E+00,,   -0.3000041200220824322286717E+00,   -0.2400016583641089926159928E-03,,   -0.2398413638804441916363430E-03,   -0.2999967523713099604165677E+00,
    0.3000059309866180967674154E+00,    0.3000028460166913324425053E-03,,    0.3002600591859305723119178E-03,    0.2999949259316099237082653E+00,,   -0.3000064375612652156632976E+00,   -0.3000032392559623395378310E-03,,   -0.2997534845405880332691595E-03,   -0.2999949255383706492317231E+00,
    0.3000085406631622930717640E+00,    0.3600049182026863331396171E-03,,    0.3603764385111674073414179E-03,    0.2999926933938261153222982E+00,,   -0.3000092701353498370053785E+00,   -0.3600055977587852257260082E-03,,   -0.3596469663236234737269115E-03,   -0.2999926927142699817352423E+00,
    0.3000116248597777257600683E+00,    0.4200078102769705390429067E-03,,    0.4205150339053886909823632E-03,    0.2999900549672770977416292E+00,,   -0.3000126177600392907152127E+00,   -0.4200088894352783930319362E-03,,   -0.4195221336420473789985408E-03,   -0.2999900538881188349904505E+00,
    0.3000151835931976762594786E+00,    0.4800116589303640712849131E-03,,    0.4806761715130392076389398E-03,    0.2999870106596956853550751E+00,,   -0.3000164804539089402624086E+00,   -0.4800132698607063180817889E-03,,   -0.4793793107964461341907736E-03,   -0.2999870090487653517818956E+00,
    0.3000192168827009453480059E+00,    0.5400166008660799155105536E-03,,    0.5408601776295540730643552E-03,    0.2999835604785546783190853E+00,,   -0.3000208582383958599848484E+00,   -0.5400188946276286705572289E-03,,   -0.5392188219310867225431139E-03,   -0.2999835581847931642585081E+00,
    0.3000237247501473802913097E+00,    0.6000227728042775710015633E-03,,    0.6010673787013587343608378E-03,    0.2999797044310630877994583E+00,,   -0.3000257511377633079519001E+00,   -0.6000259193459228646005954E-03,,   -0.5990409910907601442886516E-03,   -0.2999797012845213939336020E+00,
    0.3000287072199991911247707E+00,    0.6600303114831819473184993E-03,,    0.6612981013720542478040443E-03,    0.2999754425241686894842985E+00,,   -0.3000311591791646748106359E+00,   -0.6600344996458076818335314E-03,,   -0.6588461422065705619388609E-03,   -0.2999754383360060949748060E+00,
    0.3000341643192285800978425E+00,    0.7200393536607833933071987E-03,,    0.7215526724646537104490562E-03,    0.2999707747645585231843768E+00,,   -0.3000370823926150620764020E+00,   -0.7200447911803117828632992E-03,,   -0.7186345990746190182107966E-03,   -0.2999707693270390329587372E+00,
    0.3000400960774669556485605E+00,    0.7800500361174571295475033E-03,,    0.7818314189069752728755702E-03,    0.2999657011586572830097452E+00,,   -0.3000435208109859530622998E+00,   -0.7800569496271350655725030E-03,,   -0.7784066853915305728150997E-03,   -0.2999656942451476293598489E+00,
    0.3000465025268859164953028E+00,    0.8400624956572781687480500E-03,,    0.8421346678701979726611171E-03,    0.2999602217126285386150641E+00,,   -0.3000504744699910020244715E+00,   -0.8400711306913097309312377E-03,,   -0.8381627247686651571711991E-03,   -0.2999602130775944619500706E+00,
    0.3000533837021617245000016E+00,    0.9000768691111403485560771E-03,,    0.9024627467244528133960557E-03,    0.2999543364323736804877285E+00,,   -0.3000579434081949159462965E+00,   -0.9000874901065568367553027E-03,,   -0.8979030406894850102617056E-03,   -0.2999543258113782084883780E+00,
    0.3000607396406334004268501E+00,    0.9600932933365724508689709E-03,,    0.9628159829606630637499620E-03,    0.2999480453235341403939174E+00,,   -0.3000659276670525343888585E+00,   -0.9601061836399665816443871E-03,,   -0.9576279565433054585810169E-03,   -0.2999480324332306491186273E+00,
    0.3000685703822405514529237E+00,    0.1020111905222713388763367E-02,,    0.1023194704309560165711446E-02,    0.2999413483914887823544859E+00,,   -0.3000744272909194876319816E+00,   -0.1020127367090575831731769E-02,,   -0.1017337795627071272974717E-02,   -0.2999413329296209407281992E+00,
    0.3000768759693954734757426E+00,    0.1080132841690430167691517E-02,,    0.1083599238659971319975739E-02,    0.2999342456413580659813078E+00,,   -0.3000834423269118644839182E+00,   -0.1080151196294509841067111E-02,,   -0.1077032881141803954960778E-02,   -0.2999342272867540071246140E+00,
    0.3000856564471536813698549E+00,    0.1140156239694670170514712E-02,,    0.1144029914096122979572101E-02,    0.2999267370779985508733034E+00,,   -0.3000929728250820716084490E+00,   -0.1140177827126116760769747E-02,,   -0.1136713536169509097817354E-02,   -0.2999267154905670418330033E+00,
    0.3000949118631872636342450E+00,    0.1200182236226185472638406E-02,,    0.1204487058926062559294223E-02,    0.2999188227060095579545873E+00,,   -0.3001030188383371211102713E+00,   -0.1200207415500649521522547E-02,,   -0.1196380083769099655910395E-02,   -0.2999187975267350037000824E+00,
    0.3001046422676427738451821E+00,    0.1260210968314190438377409E-02,,    0.1264971001637249514715222E-02,    0.2999105025297277848927990E+00,,   -0.3001135804224475123191951E+00,   -0.1260240117376465462939450E-02,,   -0.1256032846834287397541630E-02,   -0.2999104733806655098682370E+00,
    0.3001148477133295244811961E+00,    0.1320242573027791133100095E-02,,    0.1325482070940964263172646E-02,    0.2999017765532305812570257E+00,,   -0.3001246576360809825700926E+00,   -0.1320276088757406374174508E-02,,   -0.1315672148187729817436775E-02,   -0.2999017430375009451992696E+00,
    0.3001255282556183345832324E+00,    0.1380277187479100886591254E-02,,    0.1386020595690595769156062E-02,    0.2998926447803338390940553E+00,,   -0.3001362505406746095104609E+00,   -0.1380315485693971166991645E-02,,   -0.1375298310632544485088147E-02,   -0.2998926064821189618747610E+00,
    0.3001366839524610696798845E+00,    0.1440314948823621932216810E-02,,    0.1446586904998881095707475E-02,    0.2998831072145942688855769E+00,,   -0.3001483592006177758548802E+00,   -0.1440358464286847772761746E-02,,   -0.1434911656840398563872441E-02,   -0.2998830636991309805949868E+00,
    0.3001483148643480092232494E+00,    0.1500355994263728731663576E-02,,    0.1507181328227247263384925E-02,    0.2998731638593086779032149E+00,,   -0.3001609836831740096840804E+00,   -0.1500405180688911543906983E-02,,   -0.1494512509397694088875141E-02,   -0.2998731146728835228465471E+00,
    0.3001604210544428497087210E+00,    0.1560400461049465947738213E-02,,    0.1567804194863242628343869E-02,    0.2998628147175150249204023E+00,,   -0.3001741240584596681628682E+00,   -0.1560455791107494272207390E-02,,   -0.1554101190844647817357327E-02,   -0.2998627593874570451681905E+00,
    0.3001730025884459251983571E+00,    0.1620448486481358696398303E-02,,    0.1628455834689290782080207E-02,    0.2998520597919908103889952E+00,,   -0.3001877803994439375401271E+00,   -0.1620510451806722596046484E-02,,   -0.1613678023693054797149671E-02,   -0.2998519978266654950616044E+00,
    0.3001860595346652615944549E+00,    0.1680500207912924426345569E-02,,    0.1689136577661898286351061E-02,    0.2998408990852524103054577E+00,,   -0.3002019527819843602856054E+00,   -0.1680569319108517201133424E-02,,   -0.1673243330341023238361231E-02,   -0.2998408299740568105917760E+00,
    0.3001995919639455223659752E+00,    0.1740555762750853330267375E-02,,    0.1749846753996919801465992E-02,    0.2998293325995598501698680E+00,,   -0.3002166412848428223014707E+00,   -0.1740632549397463924023555E-02,,   -0.1732797433097843509131053E-02,   -0.2998292558129132534538996E+00,
    0.3002135999497461682494759E+00,    0.1800615288458880247635108E-02,,    0.1810586694073634816959384E-02,    0.2998173603369128636941809E+00,,   -0.3002318459896127222918949E+00,   -0.1800700299120841507694024E-02,,   -0.1792340654208857131379773E-02,   -0.2998172753262509093730159E+00,
    0.3002280835681219173238787E+00,    0.1860678922558922643304413E-02,,    0.1871356728580408912421262E-02,    0.2998049822990515589360427E+00,,   -0.3002475669807509461861628E+00,   -0.1860772724792042476238407E-02,,   -0.1851873315954932763816032E-02,   -0.2998048884968184113475331E+00,
    0.3002430428977458376493814E+00,    0.1920746802633918615121900E-02,,    0.1932157188395677849257481E-02,    0.2997921984874578615887231E+00,,   -0.3002638043456329342006939E+00,   -0.1920849982991953974753585E-02,,   -0.1911395740503252227426856E-02,   -0.2997920953070998262290914E+00,
    0.3002584780198649383464726E+00,    0.1980819066328298738710600E-02,,    0.1992988404641238275871729E-02,    0.2997790089033544047580904E+00,,   -0.3002805581745455754116847E+00,   -0.1980932230372531299700256E-02,,   -0.1970908249958824853820261E-02,   -0.2997788957393101028081617E+00,
    0.3002743890182806296706985E+00,    0.2040895851351323675437754E-02,,    0.2053850708682247727665526E-02,    0.2997654135477070824755685E+00,,   -0.3002978285605948371994600E+00,   -0.2041019623657991388654409E-02,,   -0.2030411166368040198904055E-02,   -0.2997652897754004008845641E+00,
    0.3002907759794233299999178E+00,    0.2100977295479408701872615E-02,,    0.2114744432100579274447227E-02,    0.2997514124212199981833749E+00,,   -0.3003156155997839249494064E+00,   -0.2101112319647338577688345E-02,,   -0.2089904811743537038637442E-02,   -0.2997512773970520405519835E+00,
